chr2	49960150	50058150	NA	0.94262393	0.781642204	0.892165843	1.125914428	0.794702705	1.189725645	1.093851314	1.111683966	0.792379914	0.992690747	0.950415463	0.902397696	NA	1.103429799	0.939850937	1.084582974	1.029612124	1.065450723	1.227229075	1.23306801779749	1.06754194708522	1.03042670698303	1.21000942996344	1.27106402217427	1.27378353582558	1.22008143403318	0.919197201681516	1.0113523996945	0.918139743559695	0.789399804	0.877614552	0.938689617	1.023859386	1.089562776	0.91275793	1.083397157	1.18376341	0.900444988	1.080563235	0.959463578	0.849602699	1.014094534	0.944870837	0.889909954	0.907349556	0.945458245	1.218876455	0.965712384	0.955782111
chr2	55914445	56010445	NA	0.997520895	1.161945571	0.975966044	0.810432058	1.012036267	1.046274443	1.054287541	0.939107794	1.234992499	1.130447455	0.826938145	0.954778392	1.125009683	0.724496099	1.108436018	1.03161832	1.047116257	1.023861504	1.133802208	1.07669242138214	1.11615676539188	0.946639104382872	1.2152082328117	1.02666905530112	1.16940823370869	1.06861643096178	1.0167684822112	0.919265631844583	1.04144387443392	1.166706942	1.032902267	1.072657048	1.01108553	0.932459047	0.983388281	1.005086891	1.033576232	0.910766248	1.173153733	1.008185187	1.022832698	0.958712482	0.781899645	1.119467755	0.978860832	1.04698641	0.96035837	0.97868521	NA
chr3	140330750	140422750	NA	NA	0.795899287	0.814320897	0.817882557	0.94410266	0.875028154	0.970466305	1.023681435	NA	NA	0.993201625	1.114201106	1.024241677	1.14517609	0.959291552	0.885152258	0.861291829	NA	0.881619382	1.05050764648836	1.09917757088015	1.06084973482196	0.821848898447819	1.32070585448899	1.03612348736715	1.05802302806695	1.05906559360804	1.12341633233944	1.10221333349832	0.937014771	1.057180557	1.128241648	0.995500982	1.165623251	1.098216117	0.966802453	1.091132354	0.893944024	0.981157722	1.067516686	1.074592035	1.168921289	0.878793699	0.937604476	1.029431181	1.050587247	1.027069493	NA	NA
chr4	41774201	41870201	NA	1.152624523	0.972048352	1.076125802	1.103076685	1.000524032	1.067275993	1.071955467	0.971652444	0.981975572	1.115096172	0.879245903	0.642772276	0.852437252	1.102158765	0.787064365	0.856676764	0.94355946	1.018865293	1.076581172	0.90180237080268	0.990559068208386	1.22350057199076	1.19133879500285	1.00354276202357	1.045145261388	1.07105304004834	1.18368228832429	1.08049720584415	0.873912576712222	0.790809876	0.940279099	1.204197138	0.976207629	0.94414428	0.834943337	1.036095789	0.999976973	1.222708843	1.007023693	0.870590785	1.053709965	0.93850745	1.120318009	0.920588208	1.025382509	0.949654465	1.016122333	0.930224721	NA
chr4	70633719	70725719	NA	NA	0.954436587	0.96098834	1.041036767	0.987166313	1.052184727	1.068822962	1.088901843	1.004079438	0.944502427	1.009569702	0.79510519	1.217488951	0.899444218	1.038645787	1.318254181	1.118753258	1.046291862	1.147270304	1.14564087682668	1.17541836106686	1.16144658856942	1.27445029844524	1.0719206647573	1.24922526515335	1.13351650565275	1.12405338863114	0.997269589337675	1.02041191522006	0.80071118	0.996657781	0.895805937	0.920458149	0.889180136	1.11382524	0.899303353	1.019008315	1.202729858	0.953306469	0.833069547	0.86847526	0.847684513	0.872510836	1.035442116	1.073227407	1.054369608	0.943778751	NA	NA
chr4	109344735	109434735	NA	NA	NA	0.933016422	0.870986051	1.008675156	1.090294275	1.088986565	1.05841383	0.986908483	1.176557638	0.892001155	1.037487318	0.921664557	1.132737668	0.792747735	1.068644544	0.924769774	0.989413926	1.076374347	0.982880293704999	1.08798475272553	1.25147944965219	1.13654982838715	1.15760437445281	1.06418181759668	1.13202112481547	1.09486007739537	0.983581649265844	1.11789776435642	0.966158569	0.996489272	1.109586823	0.961922431	0.970530263	1.019811446	0.959792025	1.034653564	0.954323935	0.853782854	0.934146393	1.056995657	0.980996588	0.811032173	1.048634435	0.821262854	1.081012158	0.972843665	NA	NA
chr5	15027389	15121389	NA	NA	0.929254487	0.975670848	0.934126155	0.819351843	0.917142524	0.842480527	1.006082255	1.090189857	0.994950934	1.154536412	0.845872403	0.917673058	0.862513312	0.958719852	1.011112291	1.004158076	1.231043581	0.677813641	1.10709573252058	1.06086184980669	1.0076549712878	1.15927674212597	1.11633216719647	1.15880596686837	0.979626790823476	1.03520151487562	0.971707018553349	1.13340428813986	0.816576142	0.896075977	1.06179767	1.07724771	0.921752787	1.036352319	0.982873394	1.004581761	1.072640371	1.089338406	0.937040109	0.795061919	1.134059576	0.954333123	0.95577074	1.138978247	0.780185639	1.171081843	0.827356544	NA
chr5	43032888	43124888	NA	NA	0.986241363	1.081044506	0.998264501	1.158208373	0.970871305	0.903666324	1.089063278	1.101477648	1.002323609	1.030083023	1.128682414	0.958458673	0.962113097	0.825359274	1.000201463	0.932638275	1.016380053	0.973047394	1.04992751546613	1.05838069734113	1.04168419836777	0.966309391074852	1.13392641631461	1.09348632287091	1.03316171566391	1.16239783316699	1.23842623271554	1.03094651148447	0.951065878	0.950301455	1.0718701	0.75239358	1.134150783	0.954107294	1.114715698	0.964127876	0.917877533	1.103478633	1.068276285	1.169270482	0.909849928	1.016821701	0.914925283	1.054838098	1.170113368	1.119397064	NA	NA
chr5	58233354	58329354	NA	0.943165853	1.035929569	0.990302782	0.853208254	0.970825462	1.029089033	1.040899265	0.940053678	1.012992991	0.906092502	0.962252196	0.898558091	1.087073935	0.8661184	0.91084987	1.078144176	0.922934709	0.908927065	1.109242281	1.09104036373131	1.02848868605985	1.05491276476954	1.10908509769447	1.02787258877863	1.18643551258911	1.11888178463994	1.14542548240258	1.00867355919712	1.01235137513385	0.957686201	0.947608107	0.930059541	1.035327848	0.910161256	0.965973566	1.19981871	0.945626687	1.125101353	1.059925186	1.121582154	1.04524577	0.982753953	0.880051324	1.070437156	1.047044014	0.961697102	0.835581176	1.007369711	NA
chr5	91279761	91375761	NA	0.973056119	1.009435894	1.172327413	1.078221437	1.052547768	0.904120113	0.937730811	0.911983445	0.785956985	1.201704683	1.076774494	0.983780488	1.148759425	0.997126869	1.035794508	1.153003278	1.093616487	0.971034745	0.886273059	1.03066689381576	1.19281359514548	1.11788198972286	0.928223433835993	1.05090781233186	1.19049222686052	1.0878316518614	1.07288518970795	0.998050261882969	0.96743391554407	1.025563351	1.15786345	1.026632047	1.010766126	0.957110613	0.898216515	0.848449895	0.976536929	1.031491189	0.89922201	0.830476167	0.844174866	1.036145642	1.097272558	1.067985657	0.874197781	0.824756722	1.020226252	0.947035897	NA
